movie,sentence,score
더 수어사이드 스쿼드,"갠적으로 스토리는 가오갤이, 몰입도는 아쿠아맨이 더 좋았던 것 같아요. 가끔 잔인한 장면이 문득문득 지나가고, 후반부의 무거운 분위기는 별로 였습니다. 그래도 왜 이 영화가 전문가 평점이 높은것은 예술영화에서나 볼 정도의 수준 높은 미장센과 여러가지 시도,  그리고 감독 특유 유머코드가 돋보여서 그렇지 않았을까요. DC지만 어른 전용 다재다능 영화였습니다. ",7
더 수어사이드 스쿼드,"할리퀸 외에도 다른 캐릭터들의 매력이 빛을 발했고 연출, OST, 스토리, 영상미, 연기 뭐하나 빠짐없이 완벽한 영화였다 ",10
플립,와 이걸 왜 이제 봤지 남주가 너무 잘생김 ,10
맨 오브 스틸,이 영화를 보는 어른들에게 영웅은 좋은 부모에서 나온다 라는 교훈을 알려주는 괜찮은 영화 ,7
냉정과 열정 사이,저런사랑을해보지못한게 아쉽다 ,9
모가디슈,스케일 큰 액션에 담담한 스토리 ,10
위대한 개츠비,사랑을 위한 일이였고 마지막엔 단 한명만 남은 게츠비가 어쩌면 내가 보기엔 가여웠다 호화롭게 나타난 모습이지만 결국 모든게 사라진게 가엽다 ,10
모가디슈,억지 감동요소 빼고 영화 존나 오랜만에 다 좋았는데 정만식 같은 무식이가 있어서 1점 준다 ,1
모가디슈,오 생각없이 봤는데 재밌네 ,8
구타유발자들,보면 기분나쁜데 과정이 너무 재밌음. ,10
"아이, 토냐","토냐와미국의이야기지만,우리의 이야기다. 너무 쉽게들 돌을던진다. ",9
라이언 일병 구하기,말이 필요없는 영화 감동적이고 가슴이 먹먹하세요 ,10
유어 아이즈 텔,"음..별 기대안했는데..소지섭&한효주 연기도 좋았는데, 일본배우들의 연기도 감정선하며 너무 좋았어요.음악도 좋고, 게다가 둘 다 제가 좋아하는 배우라 더 좋았네요 ",10
모가디슈,생각보다 잘만든 영화 ,10
더 수어사이드 스쿼드,이런 유의 영화로 이 정도 하기도 쉽지 않거든 ,8
더 수어사이드 스쿼드,아 재밋다 꾸르잼잼 기가 마켜 ,10
더 기버: 기억전달자,진짜집중해서 볼 수 밖에 없습니다 ,10
장화신은 고양이,역시 슈렉제작진 옛날에 봤던것같은데 또봐도 재밌네요 ,8
베를린,긴장감 최고 너무 재밌어요배우들 연기 너무 잘하고 후속편이 기다려집니다! ,10
800,오랜만에 너무 가슴 뭉쿨하게 만드는 영화네요 2차대전때 일본하고 싸우면 다우리편이죠!!! 실화이고 전쟁에 대해 정말 실감나게 만든영화라서  좋았어요  수류탄 안고뛰어내릴때 눈물났어요ㅜㅜ ,10
블러드 레드 스카이,"애가 연기를 진짜 못하긴 하는데여기 네이버 평점러들 애보다 못하네 ㅋ극중에 테러리스트,주식러,군대 얘기는 없는데 애를 발암유발자로 바라본다는게 어이가없네 ㅋ세상이 미쳐돌아가나.영화자체는 킬링타임용. 썩 나쁘지않아요. 애기빼고는 다들 연기 낫뱃정도임. 어둡고 딥한 느낌영화 좋아하시면 한번쯤 보셈 ",6
블러드 레드 스카이,좀비물인데 짜임이 괜찮고 감동도 있음 꽤 괜찮은 영화 ,10
새콤달콤,채수빈 너무 예뻐요 흑흑 ,10
더 문,도덕 시간에 틀어주면 좋을 영화. 매우 인상적인 데뷔작 ,9
블러드 레드 스카이,스릴러 호러 많이 보는 사람으로 평점 너무 낮아서 안타까워 처음 평점 남겨봅니다 이래서 평점은 믿는게 아닌듯하네요 지극히 개인적인 평가라..스토리도 참신하고 재밌습니다 좀비 호러물 좋아하는 분들께 강추합니다 ,10
킬러의 보디가드 2: 킬러의 와이프,성인 개그가 많고 유머가 재미있는 만화같은  액션영화입니다. 우울할때 보세요 신납니다. ,10
모노노케 히메,"하야오 감독의 정점인 작품. 인류와 환경이라는심오하고 큰 이야기를 담고 있고, 세련된 작화, 색감, 스토리, 음악 및 연출로보고 듣는 재미까지 선사하는 작품. ",10
더 리더: 책 읽어주는 남자,일제강점기 친일파 부역자들조선사람들 죽인 사람들지금이라고 처벌해야한다 ,10
비긴 어게인,노래 너무 좋고 분위기도 굿 ,10
젠틀맨,스토리도 지리고 반전도 지려요 인생영화 굳굳 ,10
너의 이름은.,내 인생 최고의 애니메이션 영화 ,10
더 수어사이드 스쿼드,"처음에 반 죽여서 병맛을 준 건 괜찮다. 하지만 이후 루즈한 전개가 지루하게 만들었고, 자꾸 '몇 시간 전'이란 배경과 함께 뚝뚝 끊어지는 난잡한 스토리 라인으로 몰입을 할 수 없었다. 후반부까지 남아있는 캐릭터들도 절반은 설정만 있는 들러리에 가까웠고, 억지로 만든 유사 부녀관계는 신파에 가까웠다. 불가사리 실험 관련 디스크를 획득할 때까지만 해도 팍스 아메리카와 같은 미국식 영웅서사 클리셰를 까는 걸로 가는 듯 했으나, 이후 난데없이 아이들을 위해 싸운다고 해 주제의식에 있어 일관성이 없다. 여기에 반정에 성공한 반란군은 그들로 인해 성공할 수 있었다는 인터뷰로 미국이 없으면 아무것도 못하는 타국이란 인상을 주고 끝난다. 주제의식조차 모순적이다. ",1
우주 전쟁,외계인들보다 자식들이 더 무섭다 ,8
더 수어사이드 스쿼드,"마고로비는여신이다..  배우들연기, 스타일도 최고 ",10
모가디슈,태준기.. 살려주세요 ㅠ ,10
클래식,이 명작을 32먹고 이제서야 처음 봤네요와이프 처가 내려갔을때 혼자 밤에 맥주마시며보다 눈물범벅됐네요 너무 감동적이고 좋은 영화였습니다 ,10
마담 뺑덕,가스불은끄고만나자제발 왜남탓을해ㅡㅡ ,6
모가디슈,태준기 존멋탱 사랑합니다 구교환^^ ,10
모가디슈,"기다리던영화,추천합니다!!! ",10
모가디슈,구교환이 살린 영화 . 오직 구교환 ,10
모가디슈,구교환 연기도 너무 잘하고 눈물나게 사랑한다 ,10
발신제한,제네시스 절대 안산다. 부산에 절대 안산다 길 좃끗다 ,1
엑소시스트 2,원작에서 내용이 산으로 가버린듯하지만 유일하게 연출과 그래픽은 시대에 딱 걸맞는다. 의아한 메뚜기 1인칭시점 그리고 부두술사..엑소시즘이 아닌 샤머니즘 ,4
모가디슈,갓만에 좋은영화 나왓네요 ,10
블러드 레드 스카이,"2점도 아깝습니다개연성 제로, 일관성 제로, 연기력 제로마지막 결말은 긴장감을 더하려고 억지로 쥐어짜낸 것 같은데 그마저도 답답 그자체네요특히 주인공 남자아이는 캐릭터도 연기도 답답...넷플릭스 오리지널은 갈수록 실망이네요시간 아깝습니다이런류 보려거든 차라리 레지던트 이블이나 28일후 보세요 비교 됩니다 진짜 ",2
사라진 시간,양심상 3점드립니다제기준엔 딱 3점만한 영화였내요재미가 없습니다 ,3
정직한 후보,딱 웃으며 보기에 재밌다 배우들 연기도 나쁘지 않고 좋다 ,10
낙원의 밤,차승원 캐리 차승원만 보여 ,8
바람의 검심,꽤나 잘 만들었다. 원작을 잘 묘사 했다. ,8
아미 오브 더 데드,발암 캐릭터 좀 나대지말라고 시간 버렸네 ㅡㅡ ,1
화이트 릴리,영화보는 내내 남자 주인공이 되고 싶었다. 그 뿐이다. ,3
컨테이젼,놀라운 영화..과장없는 스토리와 연출.. ,10
더 리더: 책 읽어주는 남자,내가 얼마나 머리를 쓰지 않고 살아왔는가를 가늠할 수 있게 하는 영화. 이 영화가 재밌다면 나는 정말 단순하고 뇌가 없이 살아갈 수 있는 걸 확신해도 되는 영화. 20년 쯤 뒤에 보면 완전 졸작일 것 같은 영화. 말도 안 되는 감정선과 억지로 끼워맞춘 듯한 상황극. 쉽게 얘기해 부자연스럽고 일어나지도 않을 법한 억지스러운 상황을 아주 자연스럽게 표현하려고 한 영화 및 소설. 오만과 편견의 아류작. ,1
남한산성,대한민국 사극영화 중 단연 최고다. 하지만 날조된 국뽕 역사관을 가진 한국인들에겐 거북한 영화. ,10
시동,대체 뭔 내용인지 모르겠다. 보는 내내 그래서 지금 뭐하자는건데 싶고 이런 대배우들 모셔놓고 이런 각본 짜내는 것도 능력인듯. 재미도 없어 그냥 욕만 처먹은 것 같음 기분나쁨.그치만 배우들 연기는 좋으니 2점 드립니다 ,4
너를 정리하는 법,"적당히 담고 적당히 놓아주어야한다는것을 느끼게 해주는 영화에요.스토리,영상미 모두 좋아요 잔잔해서 여러번 돌려볼거 같아요. ",10
내겐 너무 소중한 너,오랜만에 너무 좋은 영화를 봤습니다. 연기력에 감탄했어요...중간중간 영상미도 좋았어요. 영화 제작 취지도 good. ,8
블랙 위도우,처음부터 끝까지 몰입감 장난 아니네요! 스칼렛 누나 잊지 않겠습니다.. ,10
메이드 인 루프탑,경박과 예민 사이. (10자 내외) ,4
더 수어사이드 스쿼드,결말 진짜 OOOO 미쳤다ㅋㅋ ,7
모가디슈,"<군함도>에서 삐끗 하더니 다시 정신 차리고 류승완 감독이 가장 잘 하는 것을 보여줬다, 카메라 워킹, 연기, 미장센 등 뭐 하나 빠지는 것 없이 완벽에 가까웠고 한국 영화에서 보기 힘든 액션과 놀라운 볼거리를 만들었다. 사실 그냥 본다면 마치 <블랙호크다운>이나 <아르고>, <13시간>으로 착각 될 수준이다. 영화 초반엔 남과 북의 음모론으로 시작되나 했지만 대사에서 이미 영화의 목적을 내포한다. ""그게 중요한건 아니잖소"" 이렇듯 영화는 중반부터 긴장감을 끌어 모으며 휴머니즘과 생존에만 초점을 맞춰 더욱 더 완성도 있는 영화로 나온게 아닌가 싶다. ",8
변호인,두시간 금방가네..괜한 소문이 아니었어.. ,10
부당거래,이거 보니 배테랑은 코미디영화 수준이런 영화를 이제야 보다니 !류승범 연기 계속 보고싶어요ㅠ 작품 활동 많이 해주셨으면 ㅠㅠㅠ ,10
모가디슈,흔한 스토리지만 속도감 있는 쾌감을 보여줬던 베테랑과는 달리 이번 영화는 (못 만든 영화는 아니지만) 인상적인 장면 없이 밋밋하게 흘러간듯. 특히 작위적인 카체이싱은 오히려 몰입에 방해됐음. 이 감독은 앞으로도 베테랑을 넘는 영화는 못 만들지 싶다. ,6
박하사탕,군대에 간 순간부터 박하사탕이 밟히듯 삶이 .. 경찰을 선택하고도 .. 꼬인다.. 너무나도 처참하다..그때가 그립다 너무나 순수하고 찬란하던 그시절..돌아가고 싶다. ,10
비스티 보이즈,재밌네 예전엔 몰랐는데나이먹고보니...마동석이 나오는줄은새로 안 사실 ㅋㅋㅋ ,8
모가디슈,완전 짱!!코로나 아니었음 대박쳤을 영화네요사운드도 훌륭했어요!! ,10
블랙 위도우,역시 블위!!! ,10
터미널,정말 인상적인 영화입니다. ,10
모가디슈,재미 있으면 추천!  재미 없으면 비추! ,8
워터 릴리스,"가혹한 첫사랑의 열병들이여... 첫사랑은 이미 까마득히 잊은 나이인데도 덩달아 가슴이 저릿하다. ""나를 좋아하는 마음도 조금은 있었을거야. 아니어도 괜찮아. 아직 첫키스는 안했으니까."" /음악도 좋고 엔딩도 좋습니다. ",9
더 수어사이드 스쿼드,유치함과 유머스러움은 한 끗차이. B급도 일부러 연출한 B급과 수준 떨어지는 B급도 한 끗차이. 감독의 이전 마블 가디언즈는 SF라 과해도 캐릭터들의 매력으로 커버가 되었지만 이번작은 매력없는 캐릭터와 유치하고 수준떨어지는 B급 영화 딱 그 정도. 이걸 만점주는 사람들은 그냥 자신의 유치함을 증명하는 수준이지. ,5
모모와 다락방의 수상한 요괴들,일본판 강추합니다.요괴들 괴상하게 생긴 외모와 다르게 하는짓이 너무 귀엽네요ㅎㅎ시간가는줄 모르고 봤습니다 ,10
감시자들,조직적안 추적을 촛점으로 하는 새로운 시도. 신선했고 좋았다. 하지만 시도를 넘어서 영화로의 완성성은  어쉽다. 마치 기술적인 면에만 신경을 쓰다가 재미라는 큰 줄거리를 높친 격. 이번 작업은 완성이 아니라 출발작이었고 이를 바탕으로 완성성이 높아진 다음 작을  기대한다. 평점8은 바람직스러운 새로운 시도를 했다는 점에서 좀 후하게 준 점수다. ,8
더 수어사이드 스쿼드,진짜 존잼 시간가는줄 몰랐다할리퀸 엑션신 도랏~~~~ 훨씬 웅장해지고 영상미가 풍성해짐 ,10
범죄의 여왕,올해 본 영화 중에 거의 제일 좋았던 ,10
더 수어사이드 스쿼드,생각보다 엄청 구리진않고 볼만하던데 ,8
바람이 분다,영화 보기 전에는 여기 평점들 보고 이런 영화를 만들었다고? 싶었지만 보고 나서 여기 테러 한 사람들이 국뽕에 취해 앞을 보지 못하는 사람들이었네 너무 안타깝다 영화는 보고 평점 다는 것들인가 싶네... 창피하다 제발 그러지 마라 ,8
박하사탕,몰입해서 재미있게 봤다. 오래된 영화지만 너무 잘만든 영화. 가장 행복했던 시절로 되돌아갈수 있을까. 되돌아가서 다시 산다면 내 인생은 바뀔까. 과연 지금보다 더 행복할까. ,10
랑종,웬만해선 이런 리뷰 안 다는데카메라 앵글 너무 흔들려서 토쏠려요(내 아이폰으로 영상찍어도 그정도는 아닐거임) 처음은 따분하고 후반부가면 이게 공포물인지 좀비물인지 모를정도로 기괴하고 진짜 귀신씌인 것 처럼 영화 끝난 뒤에는 속도 안좋고 어지러웠어요 스토리도 그러고 제작비 또한 얼마 안들어갔을 것 같음 그냥 기괴함... ,2
모가디슈,잼나게 봤음 인물들이 과하게 표현되지 않아 억지스럽지 않아서 좋네요 코로나이후 젤 좋게 봤습니다 천만갔으면 좋겠네요 ,10
더 수어사이드 스쿼드,"제임스건도 어쩔 수 없구나....1편과 뭐 크게 다르지도 않고, 뛰어나지도 않고, 그냥 병맛 B급만 밀어붙힌 것 뿐... ",1
베를린,2탄 .속편. 언제. 기대 ,10
슈렉 포에버,슈렉은 다시봐도 너무 재밌네 ,10
더 수어사이드 스쿼드,조온시놔~빠밤빠밤빰 빠밤빠밤빰 ,8
블러드 레드 스카이,뱀파이어의 본능을 이긴 모성애는 좋은 소재 였고 연출도 나쁘진 않아서 그냥저냥 볼만했는데 끝에 어떻게든 반전 넣을려다가 모성애로 끝나지도 않고 전체 영화 다 말아 먹은 느낌이랄까 ㅋㅋㅋ ,1
황해,엄청난영화 잔인한장면이 연속되고 무거울거란 생각에 관람을 미뤄뒀던걸 후회한다 역시나홍진 하정우 김윤석 ,10
더 수어사이드 스쿼드,"전작보다는 확실히 좋은데, ... 서사좀 없애면 안되나? 이걸 보러 온 사람들이 통쾌한 액션을 보러 왔지 캐릭터들 서사를 보러 왔을지는 의문. 그 타임을 좀 효율적으로 썼으면 좋았을텐데 ",6
